file,emotion
054-138,neutral
054-139,neutral
054-140,neutral
054-171,fear
054-172,fear
054-173,fear
054-174,fear
054-175,fear
054-176,fear
054-177,fear
054-178,fear
054-179,fear
054-180,fear
054-181,fear
054-182,fear
054-183,fear
054-184,fear
054-185,fear
054-186,fear
054-187,fear
054-188,fear
054-189,fear
054-190,fear
054-221,disgust
054-222,disgust
054-223,disgust
054-224,disgust
054-225,disgust
054-226,disgust
054-227,disgust
054-228,disgust
054-229,disgust
054-230,disgust
054-231,disgust
054-232,disgust
054-233,disgust
054-234,disgust
054-235,disgust
054-236,disgust
054-237,disgust
054-238,disgust
054-239,disgust
054-240,disgust
054-271,anger
054-272,anger
054-273,anger
054-274,anger
054-275,anger
054-276,anger
054-277,anger
054-278,anger
054-279,anger
054-280,anger
054-281,anger
054-282,anger
054-283,anger
054-284,anger
054-285,anger
054-286,anger
054-287,anger
054-288,anger
054-289,anger
054-290,anger
054-321,sadness
054-322,sadness
054-323,sadness
054-324,sadness
054-325,sadness
054-326,sadness
054-327,sadness
054-328,sadness
054-329,sadness
054-330,sadness
054-331,sadness
054-332,sadness
054-333,sadness
054-334,sadness
054-335,sadness
054-336,sadness
054-337,sadness
054-338,sadness
054-339,sadness
054-340,sadness
055-001,happiness
055-002,happiness
055-003,happiness
055-004,happiness
055-005,happiness
055-041,happiness
055-042,happiness
055-043,happiness
055-044,happiness
055-045,happiness
055-046,happiness
055-047,happiness
055-048,happiness
055-049,happiness
055-050,happiness
055-051,surprise
055-052,surprise
055-053,surprise
055-054,surprise
055-055,surprise
055-056,surprise
055-057,surprise
055-091,surprise
055-092,surprise
055-093,surprise
055-094,surprise
055-095,surprise
055-096,surprise
055-097,surprise
055-098,surprise
055-101,neutral
055-102,neutral
055-103,neutral
055-104,neutral
055-105,neutral
055-141,neutral
055-142,neutral
055-143,neutral
055-144,neutral
055-145,neutral
055-146,neutral
055-147,neutral
055-148,neutral
055-149,neutral
055-150,neutral
055-151,fear
055-152,fear
055-153,fear
055-154,fear
055-155,fear
055-191,fear
055-192,fear
055-193,fear
055-194,fear
055-195,fear
055-196,fear
055-197,fear
055-198,fear
055-199,fear
055-200,fear
055-201,disgust
055-202,disgust
055-203,disgust
055-204,disgust
055-205,disgust
055-241,disgust
055-242,disgust
055-243,disgust
055-244,disgust
055-245,disgust
055-246,disgust
055-247,disgust
055-248,disgust
055-249,disgust
055-250,disgust
055-251,anger
055-252,anger
055-253,anger
055-254,anger
055-255,anger
055-291,anger
055-292,anger
055-293,anger
055-294,anger
055-295,anger
055-296,anger
055-297,anger
055-298,anger
055-299,anger
055-300,anger
055-301,sadness
055-302,sadness
055-303,sadness
055-304,sadness
055-305,sadness
055-341,sadness
055-342,sadness
055-343,sadness
055-344,sadness
055-345,sadness
055-346,sadness
055-347,sadness
055-348,sadness
055-349,sadness
055-350,sadness
056-001,happiness
056-002,happiness
056-003,happiness
056-004,happiness
056-005,happiness
056-006,happiness
056-007,happiness
056-008,happiness
056-009,happiness
056-010,happiness
056-011,happiness
056-012,happiness
056-013,happiness
056-014,happiness
056-015,happiness
056-016,happiness
056-017,happiness
056-018,happiness
056-019,happiness
056-020,happiness
056-051,surprise
056-052,surprise
056-053,surprise
056-054,surprise
056-055,surprise
056-056,surprise
056-057,surprise
056-058,surprise
056-059,surprise
056-060,surprise
056-061,surprise
056-062,surprise
056-063,surprise
056-064,surprise
056-065,surprise
056-066,surprise
056-067,surprise
056-068,surprise
056-069,surprise
056-070,surprise
056-101,neutral
056-102,neutral
056-103,neutral
056-104,neutral
056-105,neutral
056-106,neutral
056-107,neutral
056-108,neutral
056-109,neutral
056-110,neutral
056-111,neutral
056-112,neutral
056-113,neutral
056-114,neutral
056-115,neutral
056-116,neutral
056-117,neutral
056-118,neutral
056-119,neutral
056-120,neutral
056-151,fear
056-152,fear
056-153,fear
056-154,fear
056-155,fear
056-156,fear
056-157,fear
056-158,fear
056-159,fear
056-160,fear
056-161,fear
056-162,fear
056-163,fear
056-164,fear
056-165,fear
056-166,fear
056-167,fear
056-168,fear
056-169,fear
056-170,fear
056-201,disgust
056-202,disgust
056-203,disgust
056-204,disgust
056-205,disgust
056-206,disgust
056-207,disgust
056-208,disgust
056-209,disgust
056-210,disgust
056-211,disgust
056-212,disgust
056-213,disgust
056-214,disgust
056-215,disgust
056-216,disgust
056-217,disgust
056-218,disgust
056-219,disgust
056-220,disgust
056-251,anger
056-252,anger
056-253,anger
056-254,anger
056-255,anger
056-256,anger
056-257,anger
056-258,anger
056-259,anger
056-260,anger
056-261,anger
056-262,anger
056-263,anger
056-264,anger
056-265,anger
056-266,anger
056-267,anger
056-268,anger
056-269,anger
056-270,anger
056-301,sadness
056-302,sadness
056-303,sadness
056-304,sadness
056-305,sadness
056-306,sadness
056-307,sadness
056-308,sadness
056-309,sadness
056-310,sadness
056-311,sadness
056-312,sadness
056-313,sadness
056-314,sadness
056-315,sadness
056-316,sadness
056-317,sadness
056-318,sadness
056-319,sadness
056-320,sadness
057-021,happiness
057-022,happiness
057-023,happiness
057-024,happiness
057-025,happiness
057-026,happiness
057-027,happiness
057-028,happiness
057-029,happiness
057-030,happiness
057-031,happiness
057-032,happiness
057-033,happiness
057-034,happiness
057-035,happiness
057-036,happiness
057-037,happiness
057-038,happiness
057-039,happiness
057-040,happiness
057-071,surprise
057-072,surprise
057-073,surprise
057-074,surprise
057-075,surprise
057-076,surprise
057-077,surprise
057-078,surprise
057-079,surprise
057-080,surprise
057-081,surprise
057-082,surprise
057-083,surprise
057-084,surprise
057-085,surprise
057-086,surprise
057-087,surprise
057-088,surprise
057-089,surprise
057-090,surprise
057-121,neutral
057-122,neutral
057-123,neutral
057-124,neutral
057-125,neutral
057-126,neutral
057-127,neutral
057-128,neutral
057-129,neutral
057-130,neutral
057-131,neutral
057-132,neutral
057-133,neutral
057-134,neutral
057-135,neutral
057-136,neutral
057-137,neutral
057-138,neutral
057-139,neutral
057-140,neutral
057-171,fear
057-172,fear
057-173,fear
057-174,fear
057-175,fear
057-176,fear
057-177,fear
057-178,fear
057-179,fear
057-180,fear
057-181,fear
057-182,fear
057-183,fear
057-184,fear
057-185,fear
057-186,fear
057-187,fear
057-188,fear
057-189,fear
057-190,fear
057-221,disgust
057-222,disgust
057-223,disgust
057-224,disgust
057-225,disgust
057-226,disgust
057-227,disgust
057-228,disgust
057-229,disgust
057-230,disgust
057-231,disgust
057-232,disgust
057-233,disgust
057-234,disgust
057-235,disgust
057-236,disgust
057-237,disgust
057-238,disgust
057-239,disgust
057-240,disgust
057-271,anger
057-272,anger
057-273,anger
057-274,anger
057-275,anger
057-276,anger
057-277,anger
057-278,anger
057-279,anger
057-280,anger
057-281,anger
057-282,anger
057-283,anger
057-284,anger
057-285,anger
057-286,anger
057-287,anger
057-288,anger
057-289,anger
057-290,anger
057-321,sadness
057-322,sadness
057-323,sadness
057-324,sadness
057-325,sadness
057-326,sadness
057-327,sadness
057-328,sadness
057-329,sadness
057-330,sadness
057-331,sadness
057-332,sadness
057-333,sadness
057-334,sadness
057-335,sadness
057-336,sadness
057-337,sadness
057-338,sadness
057-339,sadness
057-340,sadness
058-001,happiness
058-002,happiness
058-003,happiness
058-004,happiness
058-005,happiness
058-041,happiness
058-042,happiness
058-043,happiness
058-044,happiness
058-045,happiness
058-046,happiness
058-047,happiness
058-048,happiness
058-049,happiness
058-050,happiness
058-051,surprise
058-052,surprise
058-053,surprise
058-054,surprise
058-055,surprise
058-090,surprise
058-091,surprise
058-092,surprise
058-093,surprise
058-094,surprise
058-095,surprise
058-096,surprise
058-097,surprise
058-098,surprise
058-099,surprise
058-101,neutral
058-102,neutral
058-103,neutral
058-104,neutral
058-105,neutral
058-141,neutral
058-142,neutral
058-143,neutral
058-144,neutral
058-145,neutral
058-146,neutral
058-147,neutral
058-148,neutral
058-149,neutral
058-150,neutral
058-151,fear
058-152,fear
058-153,fear
058-154,fear
058-155,fear
058-191,fear
058-192,fear
058-193,fear
058-194,fear
058-195,fear
058-196,fear
058-197,fear
058-198,fear
058-199,fear
058-200,fear
058-201,disgust
058-202,disgust
058-203,disgust
058-204,disgust
058-205,disgust
058-241,disgust
058-242,disgust
058-243,disgust
058-244,disgust
058-245,disgust
058-246,disgust
058-247,disgust
058-248,disgust
058-249,disgust
058-250,disgust
058-251,anger
058-252,anger
058-253,anger
058-254,anger
058-255,anger
058-291,anger
058-292,anger
058-293,anger
058-294,anger
058-295,anger
058-296,anger
058-297,anger
058-298,anger
058-299,anger
058-300,anger
058-301,sadness
058-302,sadness
058-303,sadness
058-304,sadness
058-305,sadness
058-341,sadness
058-342,sadness
058-343,sadness
058-344,sadness
058-345,sadness
058-346,sadness
058-347,sadness
058-348,sadness
058-349,sadness
058-350,sadness
059-006,happiness
059-007,happiness
059-008,happiness
059-009,happiness
059-010,happiness
059-011,happiness
059-012,happiness
059-013,happiness
059-014,happiness
059-015,happiness
059-016,happiness
059-017,happiness
059-018,happiness
059-019,happiness
059-020,happiness
059-056,surprise
059-057,surprise
059-058,surprise
059-059,surprise
059-060,surprise
059-061,surprise
059-062,surprise
059-063,surprise
059-064,surprise
059-065,surprise
059-066,surprise
059-067,surprise
059-068,surprise
059-069,surprise
059-070,surprise
059-106,neutral
059-107,neutral
059-108,neutral
059-109,neutral
059-110,neutral
059-111,neutral
059-112,neutral
059-113,neutral
059-114,neutral
059-115,neutral
059-116,neutral
059-117,neutral
059-118,neutral
059-119,neutral
059-120,neutral
059-156,fear
059-157,fear
059-158,fear
059-159,fear
059-160,fear
059-161,fear
059-162,fear
059-163,fear
059-164,fear
059-165,fear
059-166,fear
059-167,fear
059-168,fear
059-169,fear
059-170,fear
059-206,disgust
059-207,disgust
059-208,disgust
059-209,disgust
059-210,disgust
059-211,disgust
059-212,disgust
059-213,disgust
059-214,disgust
059-215,disgust
059-216,disgust
059-217,disgust
059-218,disgust
059-219,disgust
059-220,disgust
059-256,anger
059-257,anger
059-258,anger
059-259,anger
059-260,anger
059-261,anger
059-262,anger
059-263,anger
059-264,anger
059-265,anger
059-266,anger
059-267,anger
059-268,anger
059-269,anger
059-270,anger
059-306,sadness
059-307,sadness
059-308,sadness
059-309,sadness
059-310,sadness
059-311,sadness
059-312,sadness
059-313,sadness
059-314,sadness
059-315,sadness
059-316,sadness
059-317,sadness
059-318,sadness
059-319,sadness
059-320,sadness
060-021,happiness
060-022,happiness
060-023,happiness
060-024,happiness
060-025,happiness
060-026,happiness
060-027,happiness
060-028,happiness
060-029,happiness
060-030,happiness
060-031,happiness
060-032,happiness
060-033,happiness
060-034,happiness
060-035,happiness
060-071,surprise
060-072,surprise
060-073,surprise
060-074,surprise
060-075,surprise
060-076,surprise
060-077,surprise
060-078,surprise
060-079,surprise
060-080,surprise
060-081,surprise
060-082,surprise
060-083,surprise
060-084,surprise
060-085,surprise
060-121,neutral
060-122,neutral
060-123,neutral
060-124,neutral
060-125,neutral
060-126,neutral
060-127,neutral
060-128,neutral
060-129,neutral
060-130,neutral
060-131,neutral
060-132,neutral
060-133,neutral
060-134,neutral
060-135,neutral
060-170,fear
060-171,fear
060-172,fear
060-173,fear
060-174,fear
060-175,fear
060-176,fear
060-177,fear
060-178,fear
060-179,fear
060-181,fear
060-182,fear
060-183,fear
060-184,fear
060-185,fear
060-221,disgust
060-222,disgust
060-223,disgust
060-224,disgust
060-225,disgust
060-226,disgust
060-227,disgust
060-228,disgust
060-229,disgust
060-230,disgust
060-231,disgust
060-232,disgust
060-233,disgust
060-234,disgust
060-235,disgust
060-271,anger
060-272,anger
060-273,anger
060-274,anger
060-275,anger
060-276,anger
060-277,anger
060-278,anger
060-279,anger
060-280,anger
060-281,anger
060-282,anger
060-283,anger
060-284,anger
060-285,anger
060-321,sadness
060-322,sadness
060-323,sadness
060-324,sadness
060-325,sadness
060-326,sadness
060-327,sadness
060-328,sadness
060-329,sadness
060-330,sadness
060-331,sadness
060-332,sadness
060-333,sadness
060-334,sadness
060-335,sadness
061-036,happiness
061-037,happiness
061-038,happiness
061-039,happiness
061-040,happiness
061-041,happiness
061-042,happiness
061-043,happiness
061-044,happiness
061-045,happiness
061-046,happiness
061-047,happiness
061-048,happiness
061-049,happiness
061-050,happiness
061-080,surprise
061-086,surprise
061-087,surprise
061-088,surprise
061-089,surprise
061-090,surprise
061-091,surprise
061-092,surprise
061-093,surprise
061-094,surprise
061-095,surprise
061-096,surprise
061-097,surprise
061-098,surprise
061-099,surprise
061-136,neutral
061-137,neutral
061-138,neutral
061-139,neutral
061-140,neutral
061-141,neutral
061-142,neutral
061-143,neutral
061-144,neutral
061-145,neutral
061-146,neutral
061-147,neutral
061-148,neutral
061-149,neutral
061-150,neutral
061-186,fear
061-187,fear
061-188,fear
061-189,fear
061-190,fear
061-191,fear
061-192,fear
061-193,fear
061-194,fear
061-195,fear
061-196,fear
061-197,fear
061-198,fear
061-199,fear
061-200,fear
061-236,disgust
061-237,disgust
061-238,disgust
061-239,disgust
061-240,disgust
061-241,disgust
061-242,disgust
061-243,disgust
061-244,disgust
061-245,disgust
061-246,disgust
061-247,disgust
061-248,disgust
061-249,disgust
061-250,disgust
061-286,anger
061-287,anger
061-288,anger
061-289,anger
061-290,anger
061-291,anger
061-292,anger
061-293,anger
061-294,anger
061-295,anger
061-296,anger
061-297,anger
061-298,anger
061-299,anger
061-300,anger
061-336,sadness
061-337,sadness
061-338,sadness
061-339,sadness
061-340,sadness
061-341,sadness
061-342,sadness
061-343,sadness
061-344,sadness
061-345,sadness
061-346,sadness
061-347,sadness
061-348,sadness
061-349,sadness
061-350,sadness
062-001,happiness
062-002,happiness
062-003,happiness
062-004,happiness
062-005,happiness
062-006,happiness
062-007,happiness
062-008,happiness
062-009,happiness
062-010,happiness
062-011,happiness
062-012,happiness
062-013,happiness
062-014,happiness
062-015,happiness
062-051,surprise
062-052,surprise
062-053,surprise
062-054,surprise
062-055,surprise
062-056,surprise
062-057,surprise
062-058,surprise
062-059,surprise
062-060,surprise
062-061,surprise
062-062,surprise
062-063,surprise
062-064,surprise
062-065,surprise
062-101,neutral
062-102,neutral
062-103,neutral
062-104,neutral
062-105,neutral
062-106,neutral
062-107,neutral
062-108,neutral
062-109,neutral
062-110,neutral
062-111,neutral
062-112,neutral
062-113,neutral
062-114,neutral
062-115,neutral
062-151,fear
062-152,fear
062-153,fear
062-154,fear
062-155,fear
062-156,fear
062-157,fear
062-158,fear
062-159,fear
062-160,fear
062-161,fear
062-162,fear
062-163,fear
062-164,fear
062-165,fear
062-201,disgust
062-202,disgust
062-203,disgust
062-204,disgust
062-205,disgust
062-206,disgust
062-207,disgust
062-208,disgust
062-209,disgust
062-210,disgust
062-211,disgust
062-212,disgust
062-213,disgust
062-214,disgust
062-215,disgust
062-251,anger
062-252,anger
062-253,anger
062-254,anger
062-255,anger
062-256,anger
062-257,anger
062-258,anger
062-259,anger
062-260,anger
062-261,anger
062-262,anger
062-263,anger
062-264,anger
062-265,anger
062-301,sadness
062-302,sadness
062-303,sadness
062-304,sadness
062-305,sadness
062-306,sadness
062-307,sadness
062-308,sadness
062-309,sadness
062-310,sadness
062-311,sadness
062-312,sadness
062-313,sadness
062-314,sadness
062-315,sadness
063-016,happiness
063-017,happiness
063-018,happiness
063-019,happiness
063-020,happiness
063-021,happiness
063-022,happiness
063-023,happiness
063-024,happiness
063-025,happiness
063-026,happiness
063-027,happiness
063-028,happiness
063-029,happiness
063-030,happiness
063-066,surprise
063-067,surprise
063-068,surprise
063-069,surprise
063-070,surprise
063-071,surprise
063-072,surprise
063-073,surprise
063-074,surprise
063-075,surprise
063-076,surprise
063-077,surprise
063-078,surprise
063-079,surprise
063-080,surprise
063-116,neutral
063-117,neutral
063-118,neutral
063-119,neutral
063-120,neutral
063-121,neutral
063-122,neutral
063-123,neutral
063-124,neutral
063-125,neutral
063-126,neutral
063-127,neutral
063-128,neutral
063-129,neutral
063-130,neutral
063-166,fear
063-167,fear
063-168,fear
063-169,fear
063-170,fear
063-171,fear
063-172,fear
063-173,fear
063-174,fear
063-175,fear
063-176,fear
063-177,fear
063-178,fear
063-179,fear
063-180,fear
063-216,disgust
063-217,disgust
063-218,disgust
063-219,disgust
063-220,disgust
063-221,disgust
063-222,disgust
063-223,disgust
063-224,disgust
063-225,disgust
063-226,disgust
063-227,disgust
063-228,disgust
063-229,disgust
063-230,disgust
063-266,anger
063-267,anger
063-268,anger
063-269,anger
063-270,anger
063-271,anger
063-272,anger
063-273,anger
063-274,anger
063-275,anger
063-276,anger
063-277,anger
063-278,anger
063-279,anger
063-280,anger
063-316,sadness
063-317,sadness
063-318,sadness
063-319,sadness
063-320,sadness
063-321,sadness
063-322,sadness
063-323,sadness
063-324,sadness
063-325,sadness
063-326,sadness
063-327,sadness
063-328,sadness
063-329,sadness
063-330,sadness
064-031,happiness
064-032,happiness
064-033,happiness
064-034,happiness
064-035,happiness
064-036,happiness
064-037,happiness
064-038,happiness
064-039,happiness
064-040,happiness
064-041,happiness
064-042,happiness
064-043,happiness
064-044,happiness
064-045,happiness
064-081,surprise
064-082,surprise
064-083,surprise
064-084,surprise
064-085,surprise
064-086,surprise
064-087,surprise
064-088,surprise
064-089,surprise
064-090,surprise
064-091,surprise
064-092,surprise
064-093,surprise
064-094,surprise
064-095,surprise
064-131,neutral
064-132,neutral
064-133,neutral
064-134,neutral
064-135,neutral
064-136,neutral
064-137,neutral
064-138,neutral
064-139,neutral
064-140,neutral
064-141,neutral
064-142,neutral
064-143,neutral
064-144,neutral
064-145,neutral
064-181,fear
064-182,fear
064-183,fear
064-184,fear
064-185,fear
064-186,fear
064-187,fear
064-188,fear
064-189,fear
064-190,fear
064-191,fear
064-192,fear
064-193,fear
064-194,fear
064-195,fear
064-231,disgust
064-232,disgust
064-233,disgust
064-234,disgust
064-235,disgust
064-236,disgust
064-237,disgust
064-238,disgust
064-239,disgust
064-240,disgust
064-241,disgust
064-242,disgust
064-243,disgust
064-244,disgust
064-245,disgust
064-281,anger
064-282,anger
064-283,anger
064-284,anger
064-285,anger
064-286,anger
064-287,anger
064-288,anger
064-289,anger
064-290,anger
064-291,anger
064-292,anger
064-293,anger
064-294,anger
064-295,anger
064-331,sadness
064-332,sadness
064-333,sadness
064-334,sadness
064-335,sadness
064-336,sadness
064-337,sadness
064-338,sadness
064-339,sadness
064-340,sadness
064-341,sadness
064-342,sadness
064-343,sadness
064-344,sadness
064-345,sadness
065-001,happiness
065-002,happiness
065-003,happiness
065-004,happiness
065-005,happiness
065-006,happiness
065-007,happiness
065-008,happiness
065-009,happiness
065-010,happiness
065-046,happiness
065-047,happiness
065-048,happiness
065-049,happiness
065-050,happiness
065-051,surprise
065-052,surprise
065-053,surprise
065-054,surprise
065-055,surprise
065-056,surprise
065-057,surprise
065-058,surprise
065-059,surprise
065-060,surprise
065-095,surprise
065-096,surprise
065-097,surprise
065-098,surprise
065-099,surprise
065-101,neutral
065-102,neutral
065-103,neutral
065-104,neutral
065-105,neutral
065-106,neutral
065-107,neutral
065-108,neutral
065-109,neutral
065-110,neutral
065-146,neutral
065-147,neutral
065-148,neutral
065-149,neutral
065-150,neutral
065-151,fear
065-152,fear
065-153,fear
065-154,fear
065-155,fear
065-156,fear
065-157,fear
065-158,fear
065-159,fear
065-160,fear
065-196,fear
065-197,fear
065-198,fear
065-199,fear
065-200,fear
065-201,disgust
065-202,disgust
065-203,disgust
065-204,disgust
065-205,disgust
065-206,disgust
065-207,disgust
065-208,disgust
065-209,disgust
065-210,disgust
065-246,disgust
065-247,disgust
065-248,disgust
065-249,disgust
065-250,disgust
065-251,anger
065-252,anger
065-253,anger
065-254,anger
065-255,anger
065-256,anger
065-257,anger
065-258,anger
065-259,anger
065-260,anger
065-296,anger
065-297,anger
065-298,anger
065-299,anger
065-300,anger
065-301,sadness
065-302,sadness
065-303,sadness
065-304,sadness
065-305,sadness
065-306,sadness
065-307,sadness
065-308,sadness
065-309,sadness
065-310,sadness
065-346,sadness
065-347,sadness
065-348,sadness
065-349,sadness
065-350,sadness
066-011,happiness
066-012,happiness
066-013,happiness
066-014,happiness
066-015,happiness
066-016,happiness
066-017,happiness
066-018,happiness
066-019,happiness
066-020,happiness
066-021,happiness
066-022,happiness
066-023,happiness
066-024,happiness
066-025,happiness
066-061,surprise
066-062,surprise
066-063,surprise
066-064,surprise
066-065,surprise
066-066,surprise
066-067,surprise
066-068,surprise
066-069,surprise
066-070,surprise
066-071,surprise
066-072,surprise
066-073,surprise
066-074,surprise
066-075,surprise
066-111,neutral
066-112,neutral
066-113,neutral
066-114,neutral
066-115,neutral
066-116,neutral
066-117,neutral
066-118,neutral
066-119,neutral
066-120,neutral
066-121,neutral
066-122,neutral
066-123,neutral
066-124,neutral
066-125,neutral
066-161,fear
066-162,fear
066-163,fear
066-164,fear
066-165,fear
066-166,fear
066-167,fear
066-168,fear
066-169,fear
066-170,fear
066-171,fear
066-172,fear
066-173,fear
066-174,fear
066-175,fear
066-211,disgust
066-212,disgust
066-213,disgust
066-214,disgust
066-215,disgust
066-216,disgust
066-217,disgust
066-218,disgust
066-219,disgust
066-220,disgust
066-221,disgust
066-222,disgust
066-223,disgust
066-224,disgust
066-225,disgust
066-261,anger
066-262,anger
066-263,anger
066-264,anger
066-265,anger
066-266,anger
066-267,anger
066-268,anger
066-269,anger
066-270,anger
066-271,anger
066-272,anger
066-273,anger
066-274,anger
066-275,anger
066-311,sadness
066-312,sadness
066-313,sadness
066-314,sadness
066-315,sadness
066-316,sadness
066-317,sadness
066-318,sadness
066-319,sadness
066-320,sadness
066-321,sadness
066-322,sadness
066-323,sadness
066-324,sadness
066-325,sadness
067-026,happiness
067-027,happiness
067-028,happiness
067-029,happiness
067-030,happiness
067-031,happiness
067-032,happiness
067-033,happiness
067-034,happiness
067-035,happiness
067-036,happiness
067-037,happiness
067-038,happiness
067-039,happiness
067-040,happiness
067-076,surprise
067-077,surprise
067-078,surprise
067-079,surprise
067-080,surprise
067-081,surprise
067-082,surprise
067-083,surprise
067-084,surprise
067-085,surprise
067-086,surprise
067-087,surprise
067-088,surprise
067-089,surprise
067-090,surprise
067-126,neutral
067-127,neutral
067-128,neutral
067-129,neutral
067-130,neutral
067-131,neutral
067-132,neutral
067-133,neutral
067-134,neutral
067-135,neutral
067-136,neutral
067-137,neutral
067-138,neutral
067-139,neutral
067-140,neutral
067-175,fear
067-176,fear
067-177,fear
067-178,fear
067-179,fear
067-181,fear
067-182,fear
067-183,fear
067-184,fear
067-185,fear
067-186,fear
067-187,fear
067-188,fear
067-189,fear
067-190,fear
067-226,disgust
067-227,disgust
067-228,disgust
067-229,disgust
067-230,disgust
067-231,disgust
067-232,disgust
067-233,disgust
067-234,disgust
067-235,disgust
067-236,disgust
067-237,disgust
067-238,disgust
067-239,disgust
067-240,disgust
067-276,anger
067-277,anger
067-278,anger
067-279,anger
067-280,anger
067-281,anger
067-282,anger
067-283,anger
067-284,anger
067-285,anger
067-286,anger
067-287,anger
067-288,anger
067-289,anger
067-290,anger
067-326,sadness
067-327,sadness
067-328,sadness
067-329,sadness
067-330,sadness
067-331,sadness
067-332,sadness
067-333,sadness
067-334,sadness
067-335,sadness
067-336,sadness
067-337,sadness
067-338,sadness
067-339,sadness
067-340,sadness
068-001,happiness
068-002,happiness
068-003,happiness
068-004,happiness
068-005,happiness
068-041,happiness
068-042,happiness
068-043,happiness
068-044,happiness
068-045,happiness
068-046,happiness
068-047,happiness
068-048,happiness
068-049,happiness
068-050,happiness
068-051,surprise
068-052,surprise
068-053,surprise
068-054,surprise
068-055,surprise
068-090,surprise
068-091,surprise
068-092,surprise
068-093,surprise
068-094,surprise
068-095,surprise
068-096,surprise
068-097,surprise
068-098,surprise
068-099,surprise
068-101,neutral
068-102,neutral
068-103,neutral
068-104,neutral
068-141,neutral
068-142,neutral
068-143,neutral
068-144,neutral
068-145,neutral
068-146,neutral
068-147,neutral
068-148,neutral
068-149,neutral
068-150,neutral
068-151,fear
068-152,fear
068-153,fear
068-154,fear
068-155,fear
068-191,fear
068-192,fear
068-193,fear
068-194,fear
068-195,fear
068-196,fear
068-197,fear
068-198,fear
068-199,fear
068-200,fear
068-201,disgust
068-202,disgust
068-203,disgust
068-204,disgust
068-205,disgust
068-241,disgust
068-242,disgust
068-243,disgust
068-244,disgust
068-245,disgust
068-246,disgust
068-247,disgust
068-248,disgust
068-249,disgust
068-250,disgust
068-251,anger
068-252,anger
068-253,anger
068-254,anger
068-255,anger
068-291,anger
068-292,anger
068-293,anger
068-294,anger
068-295,anger
068-296,anger
068-297,anger
068-298,anger
068-299,anger
068-300,anger
068-301,sadness
068-302,sadness
068-303,sadness
068-304,sadness
068-305,sadness
068-341,sadness
068-342,sadness
068-343,sadness
068-344,sadness
068-345,sadness
068-346,sadness
068-347,sadness
068-348,sadness
068-349,sadness
068-350,sadness
069-006,happiness
069-007,happiness
069-008,happiness
069-009,happiness
069-010,happiness
069-011,happiness
069-012,happiness
069-013,happiness
069-014,happiness
069-015,happiness
069-016,happiness
069-017,happiness
069-018,happiness
069-019,happiness
069-020,happiness
069-056,surprise
069-057,surprise
069-058,surprise
069-059,surprise
069-060,surprise
069-061,surprise
069-062,surprise
069-063,surprise
069-064,surprise
069-065,surprise
069-066,surprise
069-067,surprise
069-068,surprise
069-069,surprise
069-070,surprise
069-106,neutral
069-107,neutral
069-108,neutral
069-109,neutral
069-110,neutral
069-111,neutral
069-112,neutral
069-113,neutral
069-114,neutral
069-115,neutral
069-116,neutral
069-117,neutral
069-118,neutral
069-119,neutral
069-120,neutral
069-156,fear
069-157,fear
069-158,fear
069-159,fear
069-160,fear
069-161,fear
069-162,fear
069-163,fear
069-164,fear
069-165,fear
069-166,fear
069-167,fear
069-168,fear
069-169,fear
069-170,fear
069-206,disgust
069-207,disgust
069-208,disgust
069-209,disgust
069-210,disgust
069-211,disgust
069-212,disgust
069-213,disgust
069-214,disgust
069-215,disgust
069-216,disgust
069-217,disgust
069-218,disgust
069-219,disgust
069-220,disgust
069-256,anger
069-257,anger
069-258,anger
069-259,anger
069-260,anger
069-261,anger
069-262,anger
069-263,anger
069-264,anger
069-265,anger
069-266,anger
069-267,anger
069-268,anger
069-269,anger
069-270,anger
069-306,sadness
069-307,sadness
069-308,sadness
069-309,sadness
069-310,sadness
069-311,sadness
069-312,sadness
069-313,sadness
069-314,sadness
069-315,sadness
069-316,sadness
069-317,sadness
069-318,sadness
069-319,sadness
069-320,sadness
070-021,happiness
070-022,happiness
070-023,happiness
070-024,happiness
070-025,happiness
070-026,happiness
070-027,happiness
070-028,happiness
070-029,happiness
070-030,happiness
070-031,happiness
070-032,happiness
070-033,happiness
070-034,happiness
070-035,happiness
070-071,surprise
070-072,surprise
070-073,surprise
070-074,surprise
070-075,surprise
070-076,surprise
070-077,surprise
070-078,surprise
070-079,surprise
070-080,surprise
070-081,surprise
070-082,surprise
070-083,surprise
070-084,surprise
070-085,surprise
070-121,neutral
070-122,neutral
070-123,neutral
070-124,neutral
070-125,neutral
070-126,neutral
070-127,neutral
070-128,neutral
070-129,neutral
070-130,neutral
070-131,neutral
070-132,neutral
070-133,neutral
070-134,neutral
070-135,neutral
070-170,fear
070-171,fear
070-172,fear
070-173,fear
070-174,fear
070-175,fear
070-176,fear
070-177,fear
070-178,fear
070-179,fear
070-181,fear
070-182,fear
070-183,fear
070-184,fear
070-185,fear
070-221,disgust
070-222,disgust
070-223,disgust
070-224,disgust
070-225,disgust
070-226,disgust
070-227,disgust
070-228,disgust
070-229,disgust
070-230,disgust
070-231,disgust
070-232,disgust
070-233,disgust
070-234,disgust
070-235,disgust
070-271,anger
070-272,anger
070-273,anger
070-274,anger
070-275,anger
070-276,anger
070-277,anger
070-278,anger
070-279,anger
070-280,anger
070-281,anger
070-282,anger
070-283,anger
070-284,anger
